Frame,Volume,Harmonic Strength,Spectral Centroid (Hz),Spectral Bandwidth (Hz),Spectral Flatness,Spectral Contrast,Spectral Entropy,Poly Features
0,0.0,0.021456527858753335,9586.191535883845,8961.681843345104,0.736748761073276,9.952042941039256,6.047195565948447,0.0
1,0.0002491256352806164,0.10122907332100162,3025.531692525708,2826.3869115473603,0.45999018623355814,10.032390696291019,6.2037585570774905,0.0
2,0.000654817203125854,0.14489658074009343,2844.3138604281153,2339.8496263167935,0.29289906907571617,11.756202008252822,6.526302553952097,0.00016648023162481204
3,0.0011418827531559101,0.13694453058377545,2826.293670346697,2162.7664556060417,0.17643788690909548,11.200624916905227,6.469994092227335,0.0004843903221225229
4,0.0018478810317503688,0.07456719140337693,2193.0385410463336,2239.995810403601,0.2529085804283313,10.14535674197596,6.387230526254079,0.0013551618170531013
5,0.002333751161265643,0.14812575226080646,2433.7810643386956,2251.0972792425305,0.10727042785495203,8.887433004210303,6.22619002905983,0.0020716127124242576
6,0.0035174907098748567,0.06975593486106235,3002.7395168907287,2450.5267255236245,0.09145794289897244,9.970647851874592,6.587158024964002,0.004619479950309269
7,0.004356044046122739,0.1876010213462055,2775.4526627805208,2034.3981871820051,0.08505994040921191,10.926014257574524,6.567694715258267,0.007662262059250243
8,0.005048141291873873,0.15470707942817633,2131.2866678141622,1778.8753426377473,0.07410785310310758,11.33110823967192,5.960700166304481,0.010299564223775459
9,0.00522364610087983,0.19147758490580158,1796.949470756106,1824.022531034146,0.2056022724810392,10.591613295401075,5.94355023154508,0.010619741701006262
10,0.00493898232143833,0.1535591794423673,2814.349814574743,1917.0541538548684,0.19018982647565352,9.553722004984493,6.529940515904924,0.009622543470879706
11,0.007059538772610525,0.12208553493269983,2871.3813492075647,2079.3005718512127,0.1042093959362471,10.422365778017738,6.267370967859434,0.019123241987362677
12,0.014420682141100608,0.19811499260041146,2455.5109717809196,1569.705639933886,0.2666615007549724,8.947517152031532,5.978484623726749,0.08307080654666547
13,0.026079994125362042,0.36720382331819107,2242.2119353389267,1324.8812876704183,0.11971059064714705,9.323733570368523,5.450134447862139,0.2594854796873537
14,0.026860193863052623,0.03682433523712614,1888.9673534188664,1240.600543823895,0.29008179684168073,10.189283017543477,5.473616677765132,0.27762453579374163
15,0.022444259249139297,0.19483525846486133,1784.809262394643,1221.4012634832393,0.24575342773266365,8.949096550871355,5.9199633750331175,0.20011017441701004
16,0.022280794032460784,0.20955949119137757,2379.989874033511,2128.9385813072395,0.17604234208829575,11.909633640924923,6.0902929740705005,0.18885624406537285
17,0.03048110552489207,0.09102110638739473,1946.1229440148247,1687.2434897381816,0.11800214538803616,12.010857195869304,5.929595424819919,0.3534387805722978
18,0.030770602218700472,0.11736383348553965,2003.750260116758,1477.0965091973555,0.08841060936583917,10.767977765262888,5.922014810487174,0.415381155921348
19,0.03906053609486857,0.05722386082909641,1897.854399052094,1212.0992238658273,0.05898155777257888,11.737408638733848,5.7004590644203095,0.6273540899573595
20,0.041014058145253836,0.06074301655364376,1764.1934314464647,1157.8100702769786,0.13766672891065895,11.278143200894062,5.58740660399826,0.6740312355441616
21,0.042138231597355046,0.14366697897850564,2134.872111205406,1819.235632063983,0.1657976775153575,10.949358238121674,5.99195142031631,0.6958763568908969
22,0.04687322394666375,0.12874100851403952,2811.9022430635864,2142.4523338229105,0.18779552679414338,12.328966467871128,5.847846030896387,0.9428268724146419
23,0.042911583283239525,0.06823379655070473,2977.5195502650718,2331.628910427319,0.17009011055736592,11.043767374261028,5.926217625980731,0.7518983746807608
24,0.04366505683370676,0.07751108896531858,2956.4503913821172,2145.5022815592033,0.24672585283179468,10.956405415869954,6.1261769374107224,0.786004421434972
25,0.0392528621782611,0.1515306042967657,2574.496812875255,1991.4338881801864,0.2673334760060812,11.037292246344785,6.425728240240611,0.6061931854471017
26,0.0394807776381223,0.1002710391103641,2820.7981941171415,1959.0709643339699,0.06302318089438542,11.6001438413904,6.265759705982226,0.7029798892268471
27,0.03743006789988524,0.18365345611399295,3199.0644878138346,2152.032615290536,0.049463570377025666,10.904438196734313,6.399266060310572,0.5514282831278159
28,0.040506277665446205,0.14362591641295064,2660.307265375951,1861.4032915588048,0.07904239613759934,10.859711979760155,6.326461580708353,0.7085186933853722
29,0.038048834635772445,0.21256947014320443,2296.154211659593,1895.104079144069,0.0861095288915352,11.398774268383528,6.0522896258740255,0.5729860074870387
30,0.030436379720203285,0.20092600371724634,2363.2585693185256,2233.7927502880593,0.07523258392295386,11.171264822982888,5.861680285692126,0.4193237913541559
31,0.03980475367506421,0.09062693491807632,2452.123936089829,2403.746936724724,0.020954419533213448,11.528035268693099,6.32189202575964,0.6416458909254328
32,0.06096569484671294,0.1445122704814226,3948.317506603599,2859.9935745811167,0.24668322070670956,12.594924774864493,6.784210227080162,1.2846255286775723
33,0.11728043540630637,0.0732640190792829,2649.9857034126194,2023.6993357377619,0.07342311373332529,12.02281378726238,6.216460701554823,5.700517099159039
34,0.13886310385813433,0.09656259052273308,2163.360435832337,1844.6627986895521,0.20905623359144865,11.653120892066102,5.878332852818094,7.652500030199761
35,0.11941257035903602,0.22810174938009037,2079.462112004895,1776.835371643032,0.04473703522865537,13.272603136149067,5.859060547721404,5.417522934134987
36,0.06908777460516968,0.09846693828087226,3294.1533613128217,2873.7064769288563,0.013532176208519273,12.694536603537196,6.6250963876645415,2.0932312511824325
37,0.10927156197059947,0.10920637269235493,2582.92838513723,2178.8401579530314,0.07827858213509413,11.13828013437458,6.42639319944224,4.343396858618895
38,0.11945224124269085,0.13907294006569423,2267.5484065104433,2139.005904723455,0.058697803461650974,12.46986760008404,5.921061836451287,5.815061335958167
39,0.10339115183889831,0.19941355886284018,2249.7954102042872,2111.48685281107,0.01805063792735938,12.923908071113052,6.166164557238071,4.39592662662001
40,0.1405463242526914,0.09111866473155225,2118.6624561638355,2176.986554675605,0.05516019794257469,14.303991640076394,5.974940157073396,7.045828641156237
41,0.11706097327722827,0.14437483124995568,1905.165871277016,2283.3138190655163,0.10002978461721745,12.960513849813989,5.513416185847258,4.964767685252713
42,0.08053539469369911,0.152750830634498,2404.922876590651,2791.450166641346,0.20061210420022907,12.773796717762677,6.049181531831437,2.602922781188076
43,0.10515434586589432,0.23392615313071619,2057.342370161808,2275.749577475015,0.024202727203809542,12.549191919251513,5.985731778757145,4.209103415285461
44,0.10463013689272639,0.17590588465971524,2520.4073081277447,2620.409573609725,0.0617139257064187,12.474554694417924,6.214356603936113,4.2356803742762645
45,0.10050183753210558,0.11188442512268881,3372.270124352662,3319.949616839342,0.09832504722303577,12.484986316253005,6.542669727742759,3.936493986436545
46,0.0909080585004645,0.15963431714354362,3155.3082218231148,2908.230106109034,0.16367506087092293,12.85284144324965,6.319881634686704,3.1959196809504937
47,0.08837644816656648,0.10044547148741666,3110.9798567521216,3018.777768555415,0.21919440796747053,12.767306479947663,6.380550459723908,2.8162604376712173
48,0.07281031408820153,0.08549070373981847,3579.288292326167,3318.7996203250063,0.22871807136909628,12.704190310227679,6.605028545553955,2.223740717835835
49,0.078199918711405,0.11170000128201812,3702.4037543852805,3279.510131201091,0.2020820803535898,12.870079701502865,6.639816949600829,2.392642503245669
